"accession","target_name","tlen","query_name","query_accession","qlen","E.value","score...8","bias...9","X.","of","c.Evalue","i.Evalue","score...14","bias...15","hmm_from","hmm_to","ali_from","ali_to","env_from","env_to","acc","description","query_name_clean","data_source","contig_length","dtr_length","genes_viral","genes_plasmid","genes_microbial","genes_unknown","biome1","biome2","biome3","gca_name","origin"
"PF09113","N-glycanase_C",137,"DTR_519996_3","-",829,0.042,13.8,0.7,1,2,0.0026,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_519996","CIBIO",17221,60,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_372541_15","-",829,0.042,13.8,0.7,1,2,0.0022,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_372541","CIBIO",17181,29,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_830477_15","-",829,0.043,13.7,0.7,2,2,0.0073,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_830477","HGM",17231,45,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_840322_15","-",829,0.044,13.7,0.7,2,2,0.0088,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_840322","HGM",17268,89,3,0,0,14,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_773857_15","-",829,0.042,13.8,0.7,2,2,0.0088,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_773857","HGM",17237,85,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_794736_15","-",829,0.043,13.8,0.7,1,2,0.0022,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_794736","HGM",17245,93,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_787027_15","-",829,0.042,13.8,0.7,2,2,0.0088,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_787027","HGM",17241,89,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_839769_15","-",829,0.042,13.8,0.7,2,2,0.0088,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_839769","HGM",17245,93,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_103100_3","-",829,0.043,13.7,0.7,1,2,0.0018,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_103100","IMG/M",17231,45,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_750260_15","-",829,0.042,13.8,0.7,1,2,0.0022,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_750260","HGM",17201,49,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_811090_15","-",829,0.042,13.8,0.7,1,2,0.0018,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_811090","HGM",17174,22,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_827005_3","-",829,0.041,13.8,0.7,1,2,0.0018,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_827005","HGM",17253,92,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_471347_3","-",829,0.042,13.8,0.7,1,2,0.0018,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_471347","CIBIO",17172,20,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_524159_15","-",829,0.029,14.3,0.6,2,2,0.0062,21,5,0,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_524159","CIBIO",17275,114,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_849469_3","-",829,0.041,13.8,0.7,1,2,0.0026,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_849469","HGM",17265,116,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_787691_15","-",829,0.042,13.8,0.7,2,2,0.0088,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_787691","HGM",17216,64,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_372541_15","-",829,0.042,13.8,0.7,2,2,0.0088,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_372541","CIBIO",17181,29,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_673045_15","-",829,0.04,13.8,0.7,1,2,0.0015,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_673045","MGnify",17182,30,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_830117_15","-",829,0.044,13.7,0.7,2,2,0.0088,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_830117","HGM",17220,68,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_800219_15","-",830,0.026,14.5,0.4,1,2,0.0015,6.3,6.7,0,25,46,196,217,179,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_800219","HGM",17255,98,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_852776_15","-",831,0.043,13.7,0.7,2,2,0.0059,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_852776","HGM",17204,37,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_186455_3","-",829,0.042,13.8,0.7,2,2,0.0088,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_186455","IMG/M",17201,49,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_673045_15","-",829,0.04,13.8,0.7,2,2,0.0059,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_673045","MGnify",17182,30,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_419591_3","-",829,0.042,13.8,0.5,2,2,0.0093,32,4.4,0,10,41,267,295,256,329,0.76,"Peptide-N-glycosidase F, C terminal","DTR_419591","CIBIO",17194,42,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_857869_15","-",829,0.042,13.8,0.7,2,2,0.01,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_857869","HGM",17179,27,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_844759_15","-",829,0.041,13.8,0.6,1,2,0.0018,7.5,6.5,0.1,26,46,197,217,186,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_844759","HGM",17189,37,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_799239_15","-",829,0.077,12.9,0.6,1,2,0.0031,13,5.7,0.1,26,46,197,217,187,226,0.84,"Peptide-N-glycosidase F, C terminal","DTR_799239","HGM",17188,36,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_787691_15","-",829,0.042,13.8,0.7,1,2,0.0022,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_787691","HGM",17216,64,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_581654_3","-",829,0.042,13.8,0.7,1,2,0.0022,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_581654","MGnify",17206,54,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_852776_15","-",831,0.043,13.7,0.7,1,2,0.0015,7.7,6.4,0.1,26,46,197,217,187,226,0.84,"Peptide-N-glycosidase F, C terminal","DTR_852776","HGM",17204,37,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_839769_15","-",829,0.042,13.8,0.7,1,2,0.0022,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_839769","HGM",17245,93,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_840322_15","-",829,0.044,13.7,0.7,1,2,0.0022,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_840322","HGM",17268,89,3,0,0,14,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_844759_15","-",829,0.041,13.8,0.6,2,2,0.0073,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_844759","HGM",17189,37,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_857869_15","-",829,0.042,13.8,0.7,1,2,0.0026,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_857869","HGM",17179,27,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_581654_3","-",829,0.042,13.8,0.7,2,2,0.0088,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_581654","MGnify",17206,54,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_804839_3","-",794,0.048,13.6,0.7,1,2,0.0017,7.3,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_804839","HGM",17237,85,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_794932_15","-",829,0.042,13.8,0.7,1,2,0.0018,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_794932","HGM",17245,93,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_833896_3","-",829,0.041,13.8,0.7,2,2,0.0073,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_833896","HGM",17253,92,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_861772_15","-",829,0.04,13.8,0.7,1,2,0.0018,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_861772","HGM",17224,72,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_795921_15","-",829,0.042,13.8,0.7,2,2,0.0088,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_795921","HGM",17190,41,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_863245_15","-",829,0.042,13.8,0.6,2,2,0.011,32,4.5,0,10,41,267,295,256,329,0.75,"Peptide-N-glycosidase F, C terminal","DTR_863245","HGM",17176,24,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_861772_15","-",829,0.04,13.8,0.7,2,2,0.0073,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_861772","HGM",17224,72,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_794736_15","-",829,0.043,13.8,0.7,2,2,0.0088,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_794736","HGM",17245,93,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_099786_15","-",829,0.041,13.8,0.7,1,2,0.0018,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_099786","IMG/M",17260,99,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09144","YpM",117,"DTR_719397_3","-",184,0.17,12.3,0.4,1,1,6.8e-05,0.35,11.2,0.2,37,79,101,143,94,153,0.86,"Yersinia pseudo-tuberculosis mitogen","DTR_719397","MGnify",9308,55,1,0,0,10,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF09144","YpM",117,"DTR_655833_7","-",184,0.17,12.3,0.4,1,1,6.8e-05,0.35,11.2,0.2,37,79,101,143,94,153,0.86,"Yersinia pseudo-tuberculosis mitogen","DTR_655833","MGnify",9308,55,1,0,0,9,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF09206","ArabFuran-catal",315,"DTR_172400_12","-",267,2.3e-08,33.8,0.2,1,2,1.1e-12,2.3e-08,33.8,0.2,15,86,28,96,21,109,0.89,"Alpha-L-arabinofuranosidase B, catalytic","DTR_172400","IMG/M",12974,80,2,0,0,22,"Aquatic","Freshwater","Lake","NULL","non_viral_origin"
"PF09206","ArabFuran-catal",315,"DTR_285287_19","-",1081,3e-12,46.5,7.7,1,1,3.7e-16,7.8e-12,45.2,7.7,10,172,809,986,805,1018,0.61,"Alpha-L-arabinofuranosidase B, catalytic","DTR_285287","IMG/M",19383,99,10,1,1,17,"Aquatic","Marine","Intertidal zone","NULL","non_viral_origin"
"PF09206","ArabFuran-catal",315,"DTR_171909_14","-",267,2.3e-08,33.8,0.2,2,2,0.13,2700,-2.6,0.2,52,63,217,228,184,264,0.5,"Alpha-L-arabinofuranosidase B, catalytic","DTR_171909","IMG/M",13017,123,2,0,0,23,"Aquatic","Freshwater","Lake","NULL","non_viral_origin"
"PF09206","ArabFuran-catal",315,"DTR_172400_12","-",267,2.3e-08,33.8,0.2,2,2,0.13,2700,-2.6,0.2,52,63,217,228,184,264,0.5,"Alpha-L-arabinofuranosidase B, catalytic","DTR_172400","IMG/M",12974,80,2,0,0,22,"Aquatic","Freshwater","Lake","NULL","non_viral_origin"
"PF09206","ArabFuran-catal",315,"DTR_171909_14","-",267,2.3e-08,33.8,0.2,1,2,1.1e-12,2.3e-08,33.8,0.2,15,86,28,96,21,109,0.89,"Alpha-L-arabinofuranosidase B, catalytic","DTR_171909","IMG/M",13017,123,2,0,0,23,"Aquatic","Freshwater","Lake","NULL","non_viral_origin"
"PF11492","Dicistro_VP4",57,"DTR_099178_22","-",332,0.032,14.4,0.8,1,2,0.00034,2.3,8.4,0.1,28,47,109,131,107,137,0.76,"Cricket paralysis virus, VP4","DTR_099178","IMG/M",11713,123,3,0,0,24,"Aquatic","Freshwater","Groundwater","NULL","viral_origin"
"PF11492","Dicistro_VP4",57,"DTR_099178_22","-",332,0.032,14.4,0.8,2,2,0.0092,64,3.8,0.1,14,38,173,197,168,214,0.79,"Cricket paralysis virus, VP4","DTR_099178","IMG/M",11713,123,3,0,0,24,"Aquatic","Freshwater","Groundwater","NULL","viral_origin"
"PF12264","Waikav_capsid_1",197,"DTR_197547_15","-",521,0.14,11.9,0.1,1,1,6.7e-05,0.23,11.1,0.1,85,137,330,382,321,388,0.88,"Waikavirus capsid protein 1","DTR_197547","IMG/M",13966,123,2,0,0,19,"Aquatic","Freshwater","Ice","NULL","viral_origin"
"PF13157","Enas",112,"DTR_047003_2","-",175,0.0041,17.3,0.7,2,2,0.032,670,0.5,0.2,39,59,74,93,67,145,0.67,"Endospore appendages","DTR_047003","IMG/M",4314,90,1,0,0,9,"Aquatic","Freshwater","Lentic","NULL","non_viral_origin"
"PF13157","Enas",112,"DTR_284171_2","-",114,0.14,12.5,0,1,1,1e-05,0.21,11.8,0,9,32,14,37,6,51,0.83,"Endospore appendages","DTR_284171","IMG/M",9122,96,1,0,0,11,"Aquatic","Marine","Coastal","NULL","non_viral_origin"
"PF13157","Enas",112,"DTR_313719_1","-",175,0.0041,17.3,0.7,1,2,7.5e-07,0.016,15.5,0.1,70,105,41,75,28,82,0.86,"Endospore appendages","DTR_313719","IMG/M",4351,127,1,0,0,8,"Aquatic","Freshwater","Lentic","NULL","non_viral_origin"
"PF13157","Enas",112,"DTR_316927_10","-",163,0.004,17.4,0.8,2,2,0.033,690,0.5,0.2,40,59,75,93,69,146,0.64,"Endospore appendages","DTR_316927","IMG/M",4351,127,1,0,0,9,"Aquatic","Freshwater","Lentic","NULL","non_viral_origin"
"PF13157","Enas",112,"DTR_006424_7","-",114,0.14,12.5,0,1,1,1e-05,0.21,11.8,0,9,32,14,37,6,51,0.83,"Endospore appendages","DTR_006424","IMG/M",9128,102,1,0,0,12,"Aquatic","Marine","Neritic zone","NULL","non_viral_origin"
"PF13157","Enas",112,"DTR_316927_10","-",163,0.004,17.4,0.8,1,2,6.8e-07,0.014,15.6,0.1,70,105,41,75,30,82,0.86,"Endospore appendages","DTR_316927","IMG/M",4351,127,1,0,0,9,"Aquatic","Freshwater","Lentic","NULL","non_viral_origin"
"PF13157","Enas",112,"DTR_270354_1","-",45,0.057,13.7,0,1,1,2.8e-06,0.058,13.6,0,9,32,14,37,5,44,0.83,"Endospore appendages","DTR_270354","IMG/M",15430,72,1,0,0,17,"Aquatic","Marine","Oceanic","NULL","non_viral_origin"
"PF13157","Enas",112,"DTR_047003_2","-",175,0.0041,17.3,0.7,1,2,7.5e-07,0.016,15.5,0.1,70,105,41,75,28,82,0.86,"Endospore appendages","DTR_047003","IMG/M",4314,90,1,0,0,9,"Aquatic","Freshwater","Lentic","NULL","non_viral_origin"
"PF13157","Enas",112,"DTR_326929_10","-",175,0.0041,17.3,0.7,1,2,7.5e-07,0.016,15.5,0.1,70,105,41,75,28,82,0.86,"Endospore appendages","DTR_326929","IMG/M",4323,99,1,0,0,9,"Aquatic","Freshwater","Lentic","NULL","non_viral_origin"
"PF13157","Enas",112,"DTR_628537_2","-",114,0.14,12.5,0,1,1,1e-05,0.21,11.8,0,9,32,14,37,6,51,0.83,"Endospore appendages","DTR_628537","MGnify",8965,55,1,0,0,12,"Aquatic","Marine",NA,"NULL","non_viral_origin"
"PF13157","Enas",112,"DTR_326929_10","-",175,0.0041,17.3,0.7,2,2,0.032,670,0.5,0.2,39,59,74,93,67,145,0.67,"Endospore appendages","DTR_326929","IMG/M",4323,99,1,0,0,9,"Aquatic","Freshwater","Lentic","NULL","non_viral_origin"
"PF13157","Enas",112,"DTR_313719_1","-",175,0.0041,17.3,0.7,2,2,0.032,670,0.5,0.2,39,59,74,93,67,145,0.67,"Endospore appendages","DTR_313719","IMG/M",4351,127,1,0,0,8,"Aquatic","Freshwater","Lentic","NULL","non_viral_origin"
"PF14099","Polysacc_lyase",211,"DTR_317920_18","-",1722,0.00031,20.9,0.2,1,2,0.036,150,2.3,0,133,170,156,192,96,212,0.78,"Polysaccharide lyase","DTR_317920","IMG/M",15056,127,6,0,0,13,"Aquatic","Freshwater","Lentic","NULL","non_viral_origin"
"PF14099","Polysacc_lyase",211,"DTR_351853_12","-",173,0.0098,16,0.5,1,1,6.3e-07,0.013,15.6,0.5,60,99,107,146,91,167,0.83,"Polysaccharide lyase","DTR_351853","IMG/M",14806,127,1,0,0,28,"Host_Associated","Plants","Rhizosphere","NULL","non_viral_origin"
"PF14099","Polysacc_lyase",211,"DTR_330543_8","-",1851,0.00019,21.5,8.1,2,3,0.042,220,1.8,0.1,110,152,389,433,349,458,0.65,"Polysaccharide lyase","DTR_330543","IMG/M",15124,127,6,0,0,14,"Aquatic","Freshwater","Lake","GCA_003023945.1","non_viral_origin"
"PF14099","Polysacc_lyase",211,"DTR_330594_17","-",1851,0.00019,21.5,8.1,2,3,0.042,220,1.8,0.1,110,152,389,433,349,458,0.65,"Polysaccharide lyase","DTR_330594","IMG/M",15124,127,6,0,0,14,"Aquatic","Freshwater","Lake","GCA_003023945.1","non_viral_origin"
"PF14099","Polysacc_lyase",211,"DTR_330543_8","-",1851,0.00019,21.5,8.1,1,3,0.016,84,3.1,0.4,125,208,124,200,74,202,0.69,"Polysaccharide lyase","DTR_330543","IMG/M",15124,127,6,0,0,14,"Aquatic","Freshwater","Lake","GCA_003023945.1","non_viral_origin"
"PF14099","Polysacc_lyase",211,"DTR_110264_7","-",705,0.00035,20.7,0.5,2,2,1.9e-07,0.00098,19.2,0.1,84,176,466,576,436,589,0.81,"Polysaccharide lyase","DTR_110264","IMG/M",15368,123,9,0,0,12,"Aquatic","Freshwater","Lake","NULL","non_viral_origin"
"PF14099","Polysacc_lyase",211,"DTR_330543_8","-",1851,0.00019,21.5,8.1,3,3,1.9e-07,0.001,19.2,0.3,71,178,986,1109,970,1119,0.76,"Polysaccharide lyase","DTR_330543","IMG/M",15124,127,6,0,0,14,"Aquatic","Freshwater","Lake","GCA_003023945.1","non_viral_origin"
"PF14099","Polysacc_lyase",211,"DTR_110264_7","-",705,0.00035,20.7,0.5,1,2,0.65,3400,-2.1,0,131,149,143,161,113,189,0.77,"Polysaccharide lyase","DTR_110264","IMG/M",15368,123,9,0,0,12,"Aquatic","Freshwater","Lake","NULL","non_viral_origin"
"PF14099","Polysacc_lyase",211,"DTR_316112_20","-",284,0.014,15.4,0.3,1,1,2e-06,0.021,14.9,0.3,127,196,142,207,89,232,0.8,"Polysaccharide lyase","DTR_316112","IMG/M",19421,40,7,0,1,18,"Aquatic","Freshwater","Lentic","NULL","non_viral_origin"
"PF14099","Polysacc_lyase",211,"DTR_141859_16","-",1678,9.4e-05,22.6,2.9,2,3,0.0021,8.7,6.3,0.2,60,184,342,454,302,471,0.72,"Polysaccharide lyase","DTR_141859","IMG/M",15351,123,7,0,0,15,"Aquatic","Marine","Coastal","NULL","non_viral_origin"
"PF14099","Polysacc_lyase",211,"DTR_346684_13","-",173,0.0098,16,0.5,1,1,6.3e-07,0.013,15.6,0.5,60,99,107,146,91,167,0.83,"Polysaccharide lyase","DTR_346684","IMG/M",14805,127,1,0,0,28,"Host_Associated","Plants","Rhizosphere","NULL","non_viral_origin"
"PF14099","Polysacc_lyase",211,"DTR_141859_16","-",1678,9.4e-05,22.6,2.9,1,3,0.44,1800,-1.2,0,132,150,155,173,122,189,0.74,"Polysaccharide lyase","DTR_141859","IMG/M",15351,123,7,0,0,15,"Aquatic","Marine","Coastal","NULL","non_viral_origin"
"PF14099","Polysacc_lyase",211,"DTR_141859_16","-",1678,9.4e-05,22.6,2.9,3,3,5.9e-06,0.024,14.7,0.1,107,184,1128,1204,1105,1210,0.76,"Polysaccharide lyase","DTR_141859","IMG/M",15351,123,7,0,0,15,"Aquatic","Marine","Coastal","NULL","non_viral_origin"
"PF14099","Polysacc_lyase",211,"DTR_330594_17","-",1851,0.00019,21.5,8.1,3,3,1.9e-07,0.001,19.2,0.3,71,178,986,1109,970,1119,0.76,"Polysaccharide lyase","DTR_330594","IMG/M",15124,127,6,0,0,14,"Aquatic","Freshwater","Lake","GCA_003023945.1","non_viral_origin"
"PF14099","Polysacc_lyase",211,"DTR_330594_17","-",1851,0.00019,21.5,8.1,1,3,0.016,84,3.1,0.4,125,208,124,200,74,202,0.69,"Polysaccharide lyase","DTR_330594","IMG/M",15124,127,6,0,0,14,"Aquatic","Freshwater","Lake","GCA_003023945.1","non_viral_origin"
"PF14099","Polysacc_lyase",211,"DTR_317920_18","-",1722,0.00031,20.9,0.2,2,2,3.3e-06,0.014,15.5,0,140,172,955,991,939,1035,0.82,"Polysaccharide lyase","DTR_317920","IMG/M",15056,127,6,0,0,13,"Aquatic","Freshwater","Lentic","NULL","non_viral_origin"
"PF14717","DUF4465",176,"DTR_047208_9","-",76,0.0072,17,0,1,1,8e-07,0.0083,16.8,0,117,148,39,68,26,70,0.86,"Domain of unknown function (DUF4465)","DTR_047208","IMG/M",9983,100,1,0,0,15,"Terrestrial","Soil",NA,"NULL","Unknown"
"PF14717","DUF4465",176,"DTR_269216_2","-",215,0.03,15,0.6,1,1,4.6e-06,0.048,14.3,0.6,40,119,114,183,84,196,0.66,"Domain of unknown function (DUF4465)","DTR_269216","IMG/M",11451,127,3,0,0,21,"Aquatic","Marine","Oceanic","NULL","Unknown"
"PF14717","DUF4465",176,"DTR_065957_23","-",215,0.03,15,0.6,1,1,4.6e-06,0.048,14.3,0.6,40,119,114,183,84,196,0.66,"Domain of unknown function (DUF4465)","DTR_065957","IMG/M",11447,123,3,0,0,21,"Aquatic","Marine","Oceanic","NULL","Unknown"
"PF15414","DUF4621",329,"DTR_622422_23","-",133,0.13,11.4,0.1,1,1,6.5e-06,0.13,11.3,0.1,186,232,52,98,9,110,0.76,"Protein of unknown function (DUF4621)","DTR_622422","MGnify",15728,55,9,0,0,16,"Host_Associated","Human","Gut","NULL","Unknown"
"PF15414","DUF4621",329,"DTR_405812_21","-",133,0.12,11.5,0.1,1,1,6.3e-06,0.13,11.4,0.1,186,232,52,98,9,111,0.77,"Protein of unknown function (DUF4621)","DTR_405812","CIBIO",15937,55,9,0,0,17,"Host_Associated","Human","Oral","NULL","Unknown"
"PF15414","DUF4621",329,"DTR_243530_7","-",78,0.0087,15.2,0,1,1,4.3e-07,0.0088,15.2,0,179,224,10,55,3,73,0.9,"Protein of unknown function (DUF4621)","DTR_243530","IMG/M",11411,127,0,0,0,18,"Host_Associated","Mammals","Digestive system","NULL","Unknown"
"PF16903","Capsid_N",207,"DTR_024522_11","-",523,0.079,12.7,0,1,1,2e-05,0.42,10.3,0,64,116,90,138,67,247,0.77,"Major capsid protein N-terminus","DTR_024522","IMG/M",16191,67,2,0,0,22,"Aquatic","Freshwater","Lentic","NULL","viral_origin"
"PF16903","Capsid_N",207,"DTR_288704_19","-",522,0.057,13.2,0,1,1,3.3e-05,0.69,9.6,0,74,113,99,135,78,260,0.73,"Major capsid protein N-terminus","DTR_288704","IMG/M",16213,127,3,0,0,18,"Aquatic","Freshwater","Lentic","NULL","viral_origin"
