"X","accession","target_name","query_name_clean","description","data_source","contig_length","dtr_length","genes_viral","genes_plasmid","genes_microbial","genes_unknown","biome1","biome2","biome3","gca_name","T_number","origin_genes","description_clean","classification","origin","functional_category"
454,"PF18425","CspB_prodomain","DTR_346876","Csp protease B prodomain","IMG/M",19742,127,8,0,0,17,"Aquatic","Freshwater","Lake","NULL",4,"viral","csp protease b prodomain","Unknown","Prokaryotic","Other"
455,"PF00760","Cucumo_coat","DTR_676592","Cucumovirus coat protein","MGnify",5923,55,1,0,0,6,"Engineered","Wastewater",NA,"NULL",1,"viral","cucumovirus coat protein","Viral","Viral","Capsid Protein"
456,"PF14099","Polysacc_lyase","DTR_330543","Polysaccharide lyase","IMG/M",15124,127,6,0,0,14,"Aquatic","Freshwater","Lake","GCA_003023945.1",4,"viral","polysaccharide lyase","Unknown","Varies (Prok/Euk)","Enzyme"
457,"PF14099","Polysacc_lyase","DTR_330543","Polysaccharide lyase","IMG/M",15124,127,6,0,0,14,"Aquatic","Freshwater","Lake","GCA_003023945.1",4,"viral","polysaccharide lyase","Unknown","Varies (Prok/Euk)","Enzyme"
458,"PF14099","Polysacc_lyase","DTR_330543","Polysaccharide lyase","IMG/M",15124,127,6,0,0,14,"Aquatic","Freshwater","Lake","GCA_003023945.1",4,"viral","polysaccharide lyase","Unknown","Varies (Prok/Euk)","Enzyme"
459,"PF09113","N-glycanase_C","DTR_532795","Peptide-N-glycosidase F, C terminal","CIBIO",17319,100,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
460,"PF09113","N-glycanase_C","DTR_532795","Peptide-N-glycosidase F, C terminal","CIBIO",17319,100,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
461,"PF18666","CBM64","DTR_524980","Carbohydrate-binding module 64","CIBIO",10292,89,3,0,0,8,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
462,"PF18666","CBM64","DTR_524980","Carbohydrate-binding module 64","CIBIO",10292,89,3,0,0,8,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
463,"PF18666","CBM64","DTR_524980","Carbohydrate-binding module 64","CIBIO",10292,89,3,0,0,8,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
464,"PF09113","N-glycanase_C","DTR_794736","Peptide-N-glycosidase F, C terminal","HGM",17245,93,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
465,"PF09113","N-glycanase_C","DTR_794736","Peptide-N-glycosidase F, C terminal","HGM",17245,93,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
466,"PF02956","TT_ORF1","DTR_264223","TT viral orf 1","IMG/M",9396,127,3,0,0,16,"Aquatic","Freshwater","River","NULL",3,"viral","tt viral orf 1","Viral","Viral","Other"
467,"PF00738","Polyhedrin","DTR_534463","Polyhedrin","CIBIO",13319,21,3,0,0,17,"Host-Associated","Human","Gut","NULL",3,"viral","polyhedrin","Unknown","Viral","Capsid Protein"
468,"PF09113","N-glycanase_C","DTR_739153","Peptide-N-glycosidase F, C terminal","HGM",17243,91,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
469,"PF09113","N-glycanase_C","DTR_739153","Peptide-N-glycosidase F, C terminal","HGM",17243,91,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
470,"PF09092","Lyase_N","DTR_559638","Lyase, N terminal","MGnify",15871,127,7,0,0,19,"Host-Associated","Human","Gut","GCA_003691915.1",4,"viral","lyase, n terminal","Unknown","Varies (Prok/Euk)","Enzyme"
471,"PF17991","Thioredoxin_10","DTR_559638","Thioredoxin like C-terminal domain","MGnify",15871,127,7,0,0,19,"Host-Associated","Human","Gut","GCA_003691915.1",4,"viral","thioredoxin like c terminal domain","Unknown","Varies (Prok/Euk/Viral)","Other"
472,"PF17991","Thioredoxin_10","DTR_559638","Thioredoxin like C-terminal domain","MGnify",15871,127,7,0,0,19,"Host-Associated","Human","Gut","GCA_003691915.1",4,"viral","thioredoxin like c terminal domain","Unknown","Varies (Prok/Euk/Viral)","Other"
473,"PF09113","N-glycanase_C","DTR_757785","Peptide-N-glycosidase F, C terminal","HGM",17207,61,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
474,"PF09113","N-glycanase_C","DTR_757785","Peptide-N-glycosidase F, C terminal","HGM",17207,61,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
475,"PF09113","N-glycanase_C","DTR_124014","Peptide-N-glycosidase F, C terminal","IMG/M",15171,123,7,0,0,10,"Engineered","Bioreactor","Anaerobic","NULL",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
476,"PF09113","N-glycanase_C","DTR_524159","Peptide-N-glycosidase F, C terminal","CIBIO",17275,114,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
477,"PF09113","N-glycanase_C","DTR_524159","Peptide-N-glycosidase F, C terminal","CIBIO",17275,114,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
478,"PF17974","GalBD_like","DTR_179950","Galactose-binding domain-like","IMG/M",14231,77,3,0,1,17,"Host-Associated","Mammals","Digestive system","NULL",3,"viral","galactose binding domain like","Unknown","Varies (Prok/Euk)","Binding Protein"
479,"PF17974","GalBD_like","DTR_179950","Galactose-binding domain-like","IMG/M",14231,77,3,0,1,17,"Host-Associated","Mammals","Digestive system","NULL",3,"viral","galactose binding domain like","Unknown","Varies (Prok/Euk)","Binding Protein"
480,"PF05899","Cupin_3","DTR_304125","EutQ-like cupin domain","IMG/M",15123,127,5,0,0,15,"Aquatic","Freshwater","River","GCA_002609965.1",4,"viral","eutq like cupin domain","Unknown","Varies (Prok/Euk)","Other"
481,"PF05899","Cupin_3","DTR_304125","EutQ-like cupin domain","IMG/M",15123,127,5,0,0,15,"Aquatic","Freshwater","River","GCA_002609965.1",4,"viral","eutq like cupin domain","Unknown","Varies (Prok/Euk)","Other"
482,"PF05899","Cupin_3","DTR_304125","EutQ-like cupin domain","IMG/M",15123,127,5,0,0,15,"Aquatic","Freshwater","River","GCA_002609965.1",4,"viral","eutq like cupin domain","Unknown","Varies (Prok/Euk)","Other"
483,"PF09113","N-glycanase_C","DTR_796955","Peptide-N-glycosidase F, C terminal","HGM",17248,99,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
484,"PF09113","N-glycanase_C","DTR_796955","Peptide-N-glycosidase F, C terminal","HGM",17248,99,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
485,"PF09113","N-glycanase_C","DTR_829513","Peptide-N-glycosidase F, C terminal","HGM",17268,89,3,0,0,14,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
486,"PF09113","N-glycanase_C","DTR_829513","Peptide-N-glycosidase F, C terminal","HGM",17268,89,3,0,0,14,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
487,"PF09113","N-glycanase_C","DTR_853908","Peptide-N-glycosidase F, C terminal","HGM",17221,69,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
488,"PF09113","N-glycanase_C","DTR_853908","Peptide-N-glycosidase F, C terminal","HGM",17221,69,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
489,"PF18628","P2_N","DTR_648228","Viral coat protein P2 N-terminal domain","MGnify",12353,55,2,0,0,17,"Engineered","Wastewater",NA,"NULL",3,"viral","viral coat protein p2 n terminal domain","Viral","Viral","Capsid Protein"
490,"PF18628","P2_N","DTR_648228","Viral coat protein P2 N-terminal domain","MGnify",12353,55,2,0,0,17,"Engineered","Wastewater",NA,"NULL",3,"viral","viral coat protein p2 n terminal domain","Viral","Viral","Capsid Protein"
491,"PF18628","P2_N","DTR_648228","Viral coat protein P2 N-terminal domain","MGnify",12353,55,2,0,0,17,"Engineered","Wastewater",NA,"NULL",3,"viral","viral coat protein p2 n terminal domain","Viral","Viral","Capsid Protein"
492,"PF18666","CBM64","DTR_827954","Carbohydrate-binding module 64","HGM",9994,99,3,0,0,6,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
493,"PF18666","CBM64","DTR_827954","Carbohydrate-binding module 64","HGM",9994,99,3,0,0,6,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
494,"PF18666","CBM64","DTR_827954","Carbohydrate-binding module 64","HGM",9994,99,3,0,0,6,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
495,"PF09113","N-glycanase_C","DTR_791778","Peptide-N-glycosidase F, C terminal","HGM",17232,80,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
496,"PF09113","N-glycanase_C","DTR_791778","Peptide-N-glycosidase F, C terminal","HGM",17232,80,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
497,"PF09113","N-glycanase_C","DTR_809800","Peptide-N-glycosidase F, C terminal","HGM",17196,44,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
498,"PF09113","N-glycanase_C","DTR_809800","Peptide-N-glycosidase F, C terminal","HGM",17196,44,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
499,"PF09113","N-glycanase_C","DTR_812149","Peptide-N-glycosidase F, C terminal","HGM",17240,88,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
500,"PF09113","N-glycanase_C","DTR_812149","Peptide-N-glycosidase F, C terminal","HGM",17240,88,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
501,"PF09113","N-glycanase_C","DTR_186455","Peptide-N-glycosidase F, C terminal","IMG/M",17201,49,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
502,"PF09113","N-glycanase_C","DTR_186455","Peptide-N-glycosidase F, C terminal","IMG/M",17201,49,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
503,"PF14099","Polysacc_lyase","DTR_351853","Polysaccharide lyase","IMG/M",14806,127,1,0,0,28,"Host-Associated","Plants","Rhizosphere","NULL",3,"viral","polysaccharide lyase","Unknown","Varies (Prok/Euk)","Enzyme"
504,"PF09112","N-glycanase_N","DTR_545312","Peptide-N-glycosidase F, N terminal","CIBIO",12724,79,5,0,0,12,"Host-Associated","Human","Gut","NULL",3,"viral","peptide n glycosidase f, n terminal","Unknown","Prokaryotic","Enzyme"
505,"PF09112","N-glycanase_N","DTR_545312","Peptide-N-glycosidase F, N terminal","CIBIO",12724,79,5,0,0,12,"Host-Associated","Human","Gut","NULL",3,"viral","peptide n glycosidase f, n terminal","Unknown","Prokaryotic","Enzyme"
506,"PF09113","N-glycanase_C","DTR_714445","Peptide-N-glycosidase F, C terminal","MGnify",17207,55,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
507,"PF09113","N-glycanase_C","DTR_714445","Peptide-N-glycosidase F, C terminal","MGnify",17207,55,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
508,"PF09113","N-glycanase_C","DTR_536071","Peptide-N-glycosidase F, C terminal","CIBIO",17221,60,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
509,"PF09113","N-glycanase_C","DTR_536071","Peptide-N-glycosidase F, C terminal","CIBIO",17221,60,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
510,"PF17991","Thioredoxin_10","DTR_561383","Thioredoxin like C-terminal domain","MGnify",16741,127,7,0,0,21,"Host-Associated","Human","Gut","NULL",4,"viral","thioredoxin like c terminal domain","Unknown","Varies (Prok/Euk/Viral)","Other"
511,"PF17991","Thioredoxin_10","DTR_561383","Thioredoxin like C-terminal domain","MGnify",16741,127,7,0,0,21,"Host-Associated","Human","Gut","NULL",4,"viral","thioredoxin like c terminal domain","Unknown","Varies (Prok/Euk/Viral)","Other"
512,"PF09113","N-glycanase_C","DTR_471347","Peptide-N-glycosidase F, C terminal","CIBIO",17172,20,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
513,"PF09113","N-glycanase_C","DTR_471347","Peptide-N-glycosidase F, C terminal","CIBIO",17172,20,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
514,"PF03566","Peptidase_A21","DTR_065538","Peptidase family A21","IMG/M",16958,100,8,0,0,22,"Terrestrial","Deep subsurface",NA,"NULL",4,"viral","peptidase family a21","Unknown","Varies (Prok/Euk)","Enzyme"
515,"PF09113","N-glycanase_C","DTR_787691","Peptide-N-glycosidase F, C terminal","HGM",17216,64,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
516,"PF09113","N-glycanase_C","DTR_787691","Peptide-N-glycosidase F, C terminal","HGM",17216,64,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
517,"PF09113","N-glycanase_C","DTR_742310","Peptide-N-glycosidase F, C terminal","HGM",17238,86,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
518,"PF09113","N-glycanase_C","DTR_742310","Peptide-N-glycosidase F, C terminal","HGM",17238,86,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
519,"PF18425","CspB_prodomain","DTR_345737","Csp protease B prodomain","IMG/M",19742,127,8,0,0,17,"Aquatic","Freshwater","Lake","NULL",4,"viral","csp protease b prodomain","Unknown","Prokaryotic","Other"
520,"PF18425","CspB_prodomain","DTR_345737","Csp protease B prodomain","IMG/M",19742,127,8,0,0,17,"Aquatic","Freshwater","Lake","NULL",4,"viral","csp protease b prodomain","Unknown","Prokaryotic","Other"
521,"PF09113","N-glycanase_C","DTR_829403","Peptide-N-glycosidase F, C terminal","HGM",17192,37,3,0,0,14,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
522,"PF09113","N-glycanase_C","DTR_829403","Peptide-N-glycosidase F, C terminal","HGM",17192,37,3,0,0,14,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
523,"PF18573","BclA_C","DTR_229765","BclA C-terminal domain","IMG/M",8392,38,3,0,0,5,"Aquatic","Marine",NA,"NULL",3,"viral","bcla c terminal domain","Unknown","Prokaryotic","Other"
524,"PF18573","BclA_C","DTR_229765","BclA C-terminal domain","IMG/M",8392,38,3,0,0,5,"Aquatic","Marine",NA,"NULL",3,"viral","bcla c terminal domain","Unknown","Prokaryotic","Other"
525,"PF18573","BclA_C","DTR_229765","BclA C-terminal domain","IMG/M",8392,38,3,0,0,5,"Aquatic","Marine",NA,"NULL",3,"viral","bcla c terminal domain","Unknown","Prokaryotic","Other"
526,"PF09113","N-glycanase_C","DTR_696026","Peptide-N-glycosidase F, C terminal","MGnify",17186,34,4,0,0,13,"Engineered","Wastewater",NA,"GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
527,"PF09113","N-glycanase_C","DTR_696026","Peptide-N-glycosidase F, C terminal","MGnify",17186,34,4,0,0,13,"Engineered","Wastewater",NA,"GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
528,"PF09113","N-glycanase_C","DTR_519996","Peptide-N-glycosidase F, C terminal","CIBIO",17221,60,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
529,"PF09113","N-glycanase_C","DTR_519996","Peptide-N-glycosidase F, C terminal","CIBIO",17221,60,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
530,"PF18666","CBM64","DTR_532345","Carbohydrate-binding module 64","CIBIO",10376,60,3,0,0,8,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
531,"PF18666","CBM64","DTR_532345","Carbohydrate-binding module 64","CIBIO",10376,60,3,0,0,8,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
532,"PF18666","CBM64","DTR_532345","Carbohydrate-binding module 64","CIBIO",10376,60,3,0,0,8,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
533,"PF09113","N-glycanase_C","DTR_594196","Peptide-N-glycosidase F, C terminal","MGnify",17177,25,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
534,"PF09113","N-glycanase_C","DTR_594196","Peptide-N-glycosidase F, C terminal","MGnify",17177,25,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
535,"PF09113","N-glycanase_C","DTR_770757","Peptide-N-glycosidase F, C terminal","HGM",17216,64,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
536,"PF09113","N-glycanase_C","DTR_770757","Peptide-N-glycosidase F, C terminal","HGM",17216,64,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
537,"PF20510","HgmA_N","DTR_827601","Homogentisate 1,2-dioxygenase N-terminal","HGM",8901,24,3,1,0,11,"Host-Associated","Human","Gut","NULL",3,"viral","homogentisate 1,2 dioxygenase n terminal","Unknown","Prokaryotic","Enzyme"
538,"PF00983","Tymo_coat","DTR_315726","Tymovirus coat protein","IMG/M",12783,99,1,0,0,27,"Aquatic","Freshwater","Lake","NULL",3,"viral","tymovirus coat protein","Viral","Viral","Capsid Protein"
539,"PF09113","N-glycanase_C","DTR_752672","Peptide-N-glycosidase F, C terminal","HGM",17218,66,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
540,"PF09113","N-glycanase_C","DTR_752672","Peptide-N-glycosidase F, C terminal","HGM",17218,66,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
541,"PF18666","CBM64","DTR_523277","Carbohydrate-binding module 64","CIBIO",10376,60,3,0,0,8,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
542,"PF18666","CBM64","DTR_523277","Carbohydrate-binding module 64","CIBIO",10376,60,3,0,0,8,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
543,"PF18666","CBM64","DTR_523277","Carbohydrate-binding module 64","CIBIO",10376,60,3,0,0,8,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
544,"PF09113","N-glycanase_C","DTR_624524","Peptide-N-glycosidase F, C terminal","MGnify",17180,28,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
545,"PF09113","N-glycanase_C","DTR_624524","Peptide-N-glycosidase F, C terminal","MGnify",17180,28,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
546,"PF18573","BclA_C","DTR_718263","BclA C-terminal domain","MGnify",18541,55,3,0,0,17,NA,NA,NA,"NULL",4,"viral","bcla c terminal domain","Unknown","Prokaryotic","Other"
547,"PF09113","N-glycanase_C","DTR_857869","Peptide-N-glycosidase F, C terminal","HGM",17179,27,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
548,"PF09113","N-glycanase_C","DTR_857869","Peptide-N-glycosidase F, C terminal","HGM",17179,27,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
549,"PF18666","CBM64","DTR_831389","Carbohydrate-binding module 64","HGM",9994,99,3,0,0,6,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
550,"PF18666","CBM64","DTR_831389","Carbohydrate-binding module 64","HGM",9994,99,3,0,0,6,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
551,"PF18666","CBM64","DTR_831389","Carbohydrate-binding module 64","HGM",9994,99,3,0,0,6,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
552,"PF09113","N-glycanase_C","DTR_805554","Peptide-N-glycosidase F, C terminal","HGM",17252,99,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
553,"PF09113","N-glycanase_C","DTR_805554","Peptide-N-glycosidase F, C terminal","HGM",17252,99,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
554,"PF18628","P2_N","DTR_037153","Viral coat protein P2 N-terminal domain","IMG/M",10316,59,4,0,0,20,"Aquatic","Freshwater","Sediment","NULL",3,"viral","viral coat protein p2 n terminal domain","Viral","Viral","Capsid Protein"
555,"PF18628","P2_N","DTR_037153","Viral coat protein P2 N-terminal domain","IMG/M",10316,59,4,0,0,20,"Aquatic","Freshwater","Sediment","NULL",3,"viral","viral coat protein p2 n terminal domain","Viral","Viral","Capsid Protein"
556,"PF09113","N-glycanase_C","DTR_799239","Peptide-N-glycosidase F, C terminal","HGM",17188,36,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
557,"PF09113","N-glycanase_C","DTR_799239","Peptide-N-glycosidase F, C terminal","HGM",17188,36,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
558,"PF17991","Thioredoxin_10","DTR_856653","Thioredoxin like C-terminal domain","HGM",16632,59,7,0,0,20,"Host-Associated","Human","Gut","GCA_003691915.1",4,"viral","thioredoxin like c terminal domain","Unknown","Varies (Prok/Euk/Viral)","Other"
559,"PF17991","Thioredoxin_10","DTR_856653","Thioredoxin like C-terminal domain","HGM",16632,59,7,0,0,20,"Host-Associated","Human","Gut","GCA_003691915.1",4,"viral","thioredoxin like c terminal domain","Unknown","Varies (Prok/Euk/Viral)","Other"
560,"PF09113","N-glycanase_C","DTR_839769","Peptide-N-glycosidase F, C terminal","HGM",17245,93,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
561,"PF09113","N-glycanase_C","DTR_839769","Peptide-N-glycosidase F, C terminal","HGM",17245,93,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
562,"PF05899","Cupin_3","DTR_304278","EutQ-like cupin domain","IMG/M",15123,127,6,0,0,14,"Aquatic","Freshwater","River","GCA_002609965.1",4,"viral","eutq like cupin domain","Unknown","Varies (Prok/Euk)","Other"
563,"PF05899","Cupin_3","DTR_304278","EutQ-like cupin domain","IMG/M",15123,127,6,0,0,14,"Aquatic","Freshwater","River","GCA_002609965.1",4,"viral","eutq like cupin domain","Unknown","Varies (Prok/Euk)","Other"
564,"PF05899","Cupin_3","DTR_304278","EutQ-like cupin domain","IMG/M",15123,127,6,0,0,14,"Aquatic","Freshwater","River","GCA_002609965.1",4,"viral","eutq like cupin domain","Unknown","Varies (Prok/Euk)","Other"
565,"PF09113","N-glycanase_C","DTR_850159","Peptide-N-glycosidase F, C terminal","HGM",17214,62,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
566,"PF09113","N-glycanase_C","DTR_850159","Peptide-N-glycosidase F, C terminal","HGM",17214,62,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
